order_id,order_date,delivery_date,customer_id,customer_name,segment,city,region,category,sub_category,product_name,payment_mode,quantity,unit_price,discount,revenue,profit,shipping_cost,order_status,year,month
ORD-2023-100021,2023-01-04,2023-01-12,CUST-6287,Amit Kumar,Retail,Pune,West,Electronics,Gadgets,Boat Earbuds,Cash on Delivery,1,8102.61,0.15,6887.22,1194.26,36.53,Delivered,2023,1
ORD-2023-100022,2023-01-04,2023-01-09,CUST-1706,Anjali Patel,Wholesale,Jaipur,North,Electronics,Gadgets,Canon Camera,Cash on Delivery,3,16764.87,0.1,45265.15,6451.76,95.63,Cancelled,2023,1
ORD-2023-100023,2023-01-04,2023-01-10,CUST-7811,Rohit Verma,Retail,Bhopal,Central,Clothing,Apparel,Nike T-Shirt,Credit Card,4,1919.32,0.2,6141.82,68.78,170.5,Delivered,2023,1
ORD-2023-100024,2023-01-04,2023-01-12,CUST-7571,Rohit Verma,Retail,Indore,Central,Clothing,Apparel,Puma Sneakers,Cash on Delivery,4,2076.16,0.0,8304.64,2358.64,110.18,Delivered,2023,1
ORD-2023-100025,2023-01-04,2023-01-13,CUST-3738,Rohit Verma,Retail,Lucknow,North,Books,Education,Good to Great,Debit Card,5,463.38,0.1,2085.21,159.36,89.82,Delivered,2023,1
ORD-2023-100026,2023-01-04,2023-01-09,CUST-4516,Sunita Joshi,Retail,Indore,Central,Electronics,Gadgets,JBL Speaker,UPI,1,4629.79,0.0,4629.79,258.5,62.09,Delivered,2023,1
ORD-2023-100027,2023-01-04,2023-01-09,CUST-7238,Anjali Patel,B2B,Surat,West,Clothing,Apparel,Nike T-Shirt,Debit Card,1,2428.54,0.1,2185.69,519.32,197.74,Delivered,2023,1
ORD-2023-100028,2023-01-05,2023-01-11,CUST-6724,Amit Kumar,Retail,Indore,Central,Home & Kitchen,Appliances,Pigeon Induction,Net Banking,4,5312.71,0.1,19125.76,5109.11,74.66,Delivered,2023,1
ORD-2023-100029,2023-01-05,2023-01-10,CUST-6555,Meera Iyer,Retail,Bangalore,South,Electronics,Gadgets,JBL Speaker,UPI,3,5321.15,0.15,13568.93,1117.08,40.86,Cancelled,2023,1
ORD-2023-100030,2023-01-05,2023-01-09,CUST-7354,Sunita Joshi,Retail,Kolkata,East,Home & Kitchen,Appliances,Tupperware Set,UPI,5,4094.15,0.05,19447.21,5119.57,136.29,Cancelled,2023,1
ORD-2023-100031,2023-01-05,2023-01-13,CUST-6585,Rohit Verma,B2B,Jaipur,North,Electronics,Gadgets,Boat Earbuds,UPI,2,4227.15,0.05,8031.58,1870.34,154.64,Returned,2023,1
ORD-2023-100032,2023-01-05,2023-01-07,CUST-3243,Amit Kumar,Retail,Surat,West,Electronics,Gadgets,iPad Air,UPI,1,4891.31,0.2,3913.05,389.35,132.55,Delivered,2023,1
ORD-2023-100033,2023-01-05,2023-01-10,CUST-1919,Meera Iyer,Wholesale,Bhopal,Central,Beauty,Personal Care,Nykaa Lipstick,Credit Card,3,459.99,0.0,1379.97,228.18,88.98,Delivered,2023,1
ORD-2023-100034,2023-01-05,2023-01-12,CUST-3939,Anjali Patel,Retail,Mumbai,West,Beauty,Personal Care,Himalaya Face Wash,Net Banking,5,525.01,0.1,2362.54,184.88,31.54,Delivered,2023,1
ORD-2023-100035,2023-01-06,2023-01-09,CUST-6027,Priya Singh,Retail,Patna,East,Books,Education,Rich Dad Poor Dad,UPI,5,311.56,0.0,1557.8,288.24,187.39,Delivered,2023,1
ORD-2023-100036,2023-01-06,2023-01-11,CUST-7310,Neha Gupta,Retail,Indore,Central,Clothing,Apparel,Fabindia Kurta,Cash on Delivery,3,898.61,0.3,1887.08,-48.52,89.17,Delivered,2023,1
ORD-2023-100037,2023-01-06,2023-01-08,CUST-6816,Ravi Mishra,Retail,Nagpur,Central,Electronics,Gadgets,Dell Laptop,UPI,4,8375.59,0.0,33502.36,2744.63,169.7,Delivered,2023,1
ORD-2023-100038,2023-01-06,2023-01-08,CUST-6315,Vikram Mehta,Wholesale,Bhopal,Central,Home & Kitchen,Appliances,Milton Bottle,Debit Card,2,8574.33,0.15,14576.36,1920.42,138.97,Delivered,2023,1
ORD-2023-100039,2023-01-06,2023-01-11,CUST-2101,Anjali Patel,Wholesale,Pune,West,Clothing,Apparel,Allen Solly Trousers,Credit Card,2,2224.49,0.1,4004.08,888.4,65.86,Delivered,2023,1
ORD-2023-100040,2023-01-06,2023-01-12,CUST-6495,Priya Singh,Retail,Kolkata,East,Electronics,Gadgets,Dell Laptop,UPI,3,19252.91,0.0,57758.73,11266.7,67.42,Delivered,2023,1
ORD-2023-100041,2023-01-06,2023-01-13,CUST-4587,Sunita Joshi,B2B,Bangalore,South,Clothing,Apparel,UCB Shirt,Cash on Delivery,2,1586.75,0.0,3173.5,643.4,53.68,Delivered,2023,1
ORD-2023-100042,2023-01-07,2023-01-13,CUST-6904,Neha Gupta,Retail,Kolkata,East,Electronics,Gadgets,iPad Air,UPI,4,9738.58,0.05,37006.6,1940.86,156.92,Delivered,2023,1
ORD-2023-100043,2023-01-07,2023-01-11,CUST-3486,Amit Kumar,Retail,Surat,West,Beauty,Personal Care,Plum Toner,Credit Card,4,791.02,0.0,3164.08,980.45,105.51,Delivered,2023,1
ORD-2023-100044,2023-01-07,2023-01-10,CUST-7496,Arjun Reddy,Wholesale,Pune,West,Electronics,Gadgets,Boat Earbuds,Credit Card,1,19797.9,0.0,19797.9,4369.3,120.35,Delivered,2023,1
ORD-2023-100045,2023-01-07,2023-01-12,CUST-8746,Sunita Joshi,Retail,Ahmedabad,West,Home & Kitchen,Appliances,Bajaj Fan,Credit Card,3,4086.44,0.15,10420.42,283.93,122.97,Delivered,2023,1
ORD-2023-100046,2023-01-07,2023-01-15,CUST-2574,Rahul Sharma,Retail,Jaipur,North,Clothing,Apparel,UCB Shirt,UPI,4,899.07,0.05,3416.47,349.96,108.88,Delivered,2023,1
ORD-2023-100047,2023-01-07,2023-01-13,CUST-9240,Neha Gupta,Retail,Kolkata,East,Clothing,Apparel,UCB Shirt,Cash on Delivery,4,2539.1,0.0,10156.4,2469.76,171.84,Delivered,2023,1
ORD-2023-100048,2023-01-08,2023-01-11,CUST-3735,Meera Iyer,Wholesale,Kolkata,East,Clothing,Apparel,Levis Jeans,UPI,5,804.64,0.05,3822.04,431.11,122.72,Delivered,2023,1
ORD-2023-100049,2023-01-08,2023-01-14,CUST-3790,Deepak Agarwal,Wholesale,Delhi,North,Electronics,Gadgets,OnePlus 12,Debit Card,5,18034.04,0.1,81153.18,2598.0,140.42,Delivered,2023,1
ORD-2023-100050,2023-01-08,2023-01-14,CUST-7030,Kavya Nair,Retail,Pune,West,Beauty,Personal Care,Minimalist Moisturizer,Credit Card,5,462.79,0.0,2313.95,384.14,169.59,Returned,2023,1
ORD-2023-100051,2023-01-08,2023-01-12,CUST-7240,Anjali Patel,Wholesale,Surat,West,Books,Education,Think and Grow Rich,Debit Card,4,336.48,0.1,1211.33,286.76,132.49,Delivered,2023,1
ORD-2023-100052,2023-01-08,2023-01-12,CUST-4483,Vikram Mehta,Wholesale,Indore,Central,Beauty,Personal Care,Forest Essentials Oil,Debit Card,4,325.97,0.2,1043.1,150.09,140.05,Delivered,2023,1
ORD-2023-100053,2023-01-08,2023-01-11,CUST-2211,Anjali Patel,B2B,Delhi,North,Beauty,Personal Care,Nykaa Lipstick,Debit Card,4,1291.67,0.1,4650.01,1150.93,175.92,Delivered,2023,1
ORD-2023-100054,2023-01-08,2023-01-14,CUST-4052,Kavya Nair,Wholesale,Chennai,South,Home & Kitchen,Appliances,Milton Bottle,UPI,1,2212.39,0.3,1548.67,152.61,168.87,Delivered,2023,1
ORD-2023-100055,2023-01-09,2023-01-16,CUST-4749,Kavya Nair,Retail,Chennai,South,Beauty,Personal Care,Lakme Foundation,Credit Card,5,467.63,0.05,2221.24,361.6,43.08,Delivered,2023,1
ORD-2023-100056,2023-01-09,2023-01-18,CUST-3311,Kavya Nair,Wholesale,Ahmedabad,West,Electronics,Gadgets,iPad Air,Debit Card,5,11138.39,0.0,55691.95,13327.91,34.25,Delivered,2023,1
ORD-2023-100057,2023-01-09,2023-01-16,CUST-9740,Anjali Patel,B2B,Nagpur,Central,Electronics,Gadgets,Sony Headphones,Credit Card,2,14940.61,0.1,26893.1,1505.4,62.0,Delivered,2023,1
ORD-2023-100058,2023-01-09,2023-01-18,CUST-4673,Deepak Agarwal,Wholesale,Bhopal,Central,Electronics,Gadgets,Dell Laptop,Debit Card,5,5751.86,0.05,27321.34,3548.61,131.38,Delivered,2023,1
ORD-2023-100059,2023-01-09,2023-01-11,CUST-3970,Rahul Sharma,Retail,Surat,West,Clothing,Apparel,Allen Solly Trousers,Credit Card,2,2220.55,0.05,4219.04,265.1,52.08,Delivered,2023,1
ORD-2023-100060,2023-01-09,2023-01-14,CUST-1804,Neha Gupta,B2B,Kolkata,East,Clothing,Apparel,Puma Sneakers,UPI,5,1989.02,0.15,8453.34,1572.18,171.86,Delivered,2023,1
ORD-2023-100061,2023-01-09,2023-01-17,CUST-6335,Anjali Patel,Wholesale,Patna,East,Electronics,Gadgets,iPhone 15,UPI,4,19327.54,0.3,54117.11,-2003.66,164.12,Delivered,2023,1
ORD-2023-100062,2023-01-10,2023-01-14,CUST-2294,Arjun Reddy,Retail,Nagpur,Central,Books,Education,Ikigai,Cash on Delivery,4,936.92,0.0,3747.68,421.36,158.13,Delivered,2023,1
ORD-2023-100063,2023-01-10,2023-01-13,CUST-4787,Vikram Mehta,B2B,Patna,East,Clothing,Apparel,Zara Dress,UPI,5,2827.23,0.3,9895.3,-121.96,80.12,Returned,2023,1
ORD-2023-100064,2023-01-10,2023-01-16,CUST-4072,Meera Iyer,Retail,Jaipur,North,Electronics,Gadgets,Samsung Galaxy S24,UPI,4,13818.93,0.1,49748.15,10207.95,62.34,Delivered,2023,1
ORD-2023-100065,2023-01-10,2023-01-19,CUST-1618,Deepak Agarwal,Retail,Pune,West,Clothing,Apparel,Fabindia Kurta,UPI,2,851.19,0.1,1532.14,49.28,101.99,Delivered,2023,1
ORD-2023-100066,2023-01-10,2023-01-15,CUST-3431,Meera Iyer,Wholesale,Hyderabad,South,Electronics,Gadgets,Boat Earbuds,UPI,2,17143.54,0.0,34287.08,5478.04,69.0,Delivered,2023,1
ORD-2023-100067,2023-01-10,2023-01-15,CUST-5271,Pooja Chauhan,Retail,Mumbai,West,Books,Education,Zero to One,Debit Card,3,912.78,0.2,2190.67,542.16,57.81,Delivered,2023,1
ORD-2023-100068,2023-01-10,2023-01-19,CUST-6507,Meera Iyer,Retail,Nagpur,Central,Electronics,Gadgets,Canon Camera,UPI,2,18192.68,0.0,36385.36,10341.08,184.73,Delivered,2023,1
ORD-2023-100069,2023-01-11,2023-01-13,CUST-5067,Neha Gupta,B2B,Mumbai,West,Beauty,Personal Care,Biotique Sunscreen,UPI,2,418.01,0.25,627.02,132.21,70.69,Delivered,2023,1
ORD-2023-100070,2023-01-11,2023-01-13,CUST-5016,Meera Iyer,B2B,Indore,Central,Books,Education,Rich Dad Poor Dad,Cash on Delivery,2,479.62,0.0,959.24,155.97,136.55,Cancelled,2023,1
ORD-2023-100071,2023-01-11,2023-01-20,CUST-8141,Deepak Agarwal,Retail,Indore,Central,Electronics,Gadgets,Samsung Galaxy S24,Debit Card,5,6783.37,0.1,30525.16,8357.22,60.15,Cancelled,2023,1
ORD-2023-100072,2023-01-11,2023-01-14,CUST-8456,Pooja Chauhan,Retail,Ahmedabad,West,Electronics,Gadgets,JBL Speaker,UPI,4,12046.01,0.1,43365.64,12859.96,88.53,Delivered,2023,1
ORD-2023-100073,2023-01-11,2023-01-13,CUST-2164,Vikram Mehta,B2B,Jaipur,North,Books,Education,Good to Great,Cash on Delivery,1,408.53,0.05,388.1,123.96,137.05,Delivered,2023,1
ORD-2023-100074,2023-01-11,2023-01-17,CUST-9249,Kavya Nair,Wholesale,Jaipur,North,Home & Kitchen,Appliances,Milton Bottle,Debit Card,4,6355.65,0.15,21609.21,1039.67,82.0,Delivered,2023,1
ORD-2023-100075,2023-01-11,2023-01-17,CUST-6317,Sanjay Tiwari,Retail,Delhi,North,Home & Kitchen,Appliances,Kent RO Purifier,Cash on Delivery,3,6211.12,0.3,13043.35,552.52,168.73,Delivered,2023,1
ORD-2023-100076,2023-01-12,2023-01-19,CUST-5651,Anjali Patel,Retail,Delhi,North,Books,Education,Wings of Fire,Credit Card,2,399.04,0.05,758.18,51.78,45.91,Delivered,2023,1
ORD-2023-100077,2023-01-12,2023-01-16,CUST-7862,Sunita Joshi,Wholesale,Delhi,North,Electronics,Gadgets,iPad Air,Cash on Delivery,1,6600.18,0.0,6600.18,1750.45,142.94,Delivered,2023,1
ORD-2023-100078,2023-01-12,2023-01-20,CUST-9719,Vikram Mehta,Retail,Delhi,North,Clothing,Apparel,Puma Sneakers,UPI,4,617.91,0.15,2100.89,226.49,154.48,Delivered,2023,1
ORD-2023-100079,2023-01-12,2023-01-14,CUST-6738,Vikram Mehta,Retail,Bhopal,Central,Electronics,Gadgets,Canon Camera,Debit Card,1,5108.92,0.05,4853.47,497.43,177.39,Delivered,2023,1
ORD-2023-100080,2023-01-12,2023-01-19,CUST-1677,Kavya Nair,Wholesale,Surat,West,Beauty,Personal Care,Minimalist Moisturizer,Credit Card,2,1494.77,0.05,2840.06,182.34,79.47,Delivered,2023,1
ORD-2023-100081,2023-01-12,2023-01-15,CUST-5006,Meera Iyer,Wholesale,Mumbai,West,Home & Kitchen,Appliances,Eureka Forbes Vacuum,Credit Card,5,4997.55,0.0,24987.75,7484.27,108.74,Delivered,2023,1
ORD-2023-100082,2023-01-12,2023-01-14,CUST-1078,Neha Gupta,Retail,Ahmedabad,West,Clothing,Apparel,Allen Solly Trousers,Cash on Delivery,5,837.95,0.1,3770.78,205.47,81.41,Delivered,2023,1
ORD-2023-100083,2023-01-13,2023-01-15,CUST-6522,Amit Kumar,Retail,Bangalore,South,Electronics,Gadgets,Samsung Galaxy S24,UPI,2,12276.35,0.3,17186.89,1717.35,78.52,Cancelled,2023,1
ORD-2023-100084,2023-01-13,2023-01-16,CUST-6643,Deepak Agarwal,Retail,Patna,East,Clothing,Apparel,Puma Sneakers,UPI,4,1294.65,0.15,4401.81,779.23,134.46,Delivered,2023,1
ORD-2023-100085,2023-01-13,2023-01-20,CUST-3024,Sanjay Tiwari,Retail,Bangalore,South,Clothing,Apparel,H&M Jacket,UPI,3,1879.94,0.15,4793.85,185.16,70.63,Delivered,2023,1
ORD-2023-100086,2023-01-13,2023-01-17,CUST-5601,Pooja Chauhan,Wholesale,Delhi,North,Home & Kitchen,Appliances,Bajaj Fan,UPI,2,3632.0,0.15,6174.4,1374.62,54.92,Delivered,2023,1
ORD-2023-100087,2023-01-13,2023-01-20,CUST-4071,Meera Iyer,Retail,Lucknow,North,Home & Kitchen,Appliances,Milton Bottle,Cash on Delivery,5,8043.17,0.2,32172.68,2255.53,191.02,Returned,2023,1
ORD-2023-100088,2023-01-13,2023-01-21,CUST-4229,Rohit Verma,Retail,Lucknow,North,Beauty,Personal Care,Dove Body Lotion,Net Banking,4,1423.79,0.2,4556.13,68.94,122.14,Delivered,2023,1
ORD-2023-100089,2023-01-13,2023-01-18,CUST-9222,Sanjay Tiwari,Retail,Delhi,North,Clothing,Apparel,Nike T-Shirt,UPI,1,1890.19,0.0,1890.19,321.14,197.09,Delivered,2023,1
ORD-2023-100090,2023-01-14,2023-01-19,CUST-8422,Deepak Agarwal,Retail,Delhi,North,Electronics,Gadgets,OnePlus 12,Debit Card,5,14655.15,0.05,69611.96,21648.97,183.54,Delivered,2023,1
ORD-2023-100091,2023-01-14,2023-01-19,CUST-8727,Arjun Reddy,Retail,Kolkata,East,Home & Kitchen,Appliances,Eureka Forbes Vacuum,Debit Card,3,4014.1,0.1,10838.07,560.5,178.31,Delivered,2023,1
ORD-2023-100092,2023-01-14,2023-01-22,CUST-4543,Sunita Joshi,Wholesale,Kolkata,East,Books,Education,Rich Dad Poor Dad,UPI,1,412.99,0.2,330.39,64.54,196.42,Delivered,2023,1
ORD-2023-100093,2023-01-14,2023-01-21,CUST-1727,Ravi Mishra,Retail,Hyderabad,South,Home & Kitchen,Appliances,Philips Mixer,UPI,5,4675.89,0.0,23379.45,7923.96,185.98,Delivered,2023,1
ORD-2023-100094,2023-01-14,2023-01-23,CUST-4401,Sunita Joshi,Wholesale,Surat,West,Books,Education,Rich Dad Poor Dad,Credit Card,2,968.66,0.15,1646.72,6.57,76.61,Delivered,2023,1
ORD-2023-100095,2023-01-14,2023-01-21,CUST-9624,Rahul Sharma,Wholesale,Bhopal,Central,Clothing,Apparel,Adidas Hoodie,Cash on Delivery,3,1293.93,0.0,3881.79,1009.67,159.01,Delivered,2023,1
ORD-2023-100096,2023-01-15,2023-01-18,CUST-8830,Pooja Chauhan,Wholesale,Lucknow,North,Clothing,Apparel,Nike T-Shirt,Cash on Delivery,4,1885.65,0.1,6788.34,1622.81,87.96,Delivered,2023,1
ORD-2023-100097,2023-01-15,2023-01-20,CUST-8875,Kavya Nair,Retail,Surat,West,Clothing,Apparel,Nike T-Shirt,Cash on Delivery,3,2342.55,0.0,7027.65,2025.27,112.7,Delivered,2023,1
ORD-2023-100098,2023-01-15,2023-01-24,CUST-3850,Rahul Sharma,Wholesale,Surat,West,Electronics,Gadgets,Canon Camera,UPI,1,11370.76,0.0,11370.76,1670.86,122.5,Delivered,2023,1
ORD-2023-100099,2023-01-15,2023-01-22,CUST-7085,Vikram Mehta,Retail,Kolkata,East,Electronics,Gadgets,Sony Headphones,Credit Card,4,11324.23,0.15,38502.38,-77.52,142.89,Delivered,2023,1
ORD-2023-100100,2023-01-15,2023-01-23,CUST-3681,Ravi Mishra,Retail,Nagpur,Central,Electronics,Gadgets,Samsung Galaxy S24,Cash on Delivery,2,4836.47,0.2,7738.35,1199.43,61.21,Delivered,2023,1
ORD-2023-100101,2023-01-15,2023-01-17,CUST-8795,Priya Singh,Retail,Indore,Central,Home & Kitchen,Appliances,Prestige Cooker,Cash on Delivery,2,5201.21,0.0,10402.42,3465.36,196.0,Delivered,2023,1
ORD-2023-100102,2023-01-15,2023-01-19,CUST-4870,Rahul Sharma,Wholesale,Ahmedabad,West,Clothing,Apparel,Puma Sneakers,Credit Card,2,1236.11,0.1,2225.0,134.89,48.71,Delivered,2023,1
ORD-2023-100103,2023-01-16,2023-01-21,CUST-9405,Priya Singh,Retail,Chennai,South,Clothing,Apparel,Adidas Hoodie,Cash on Delivery,2,2415.14,0.0,4830.28,695.77,135.49,Delivered,2023,1
ORD-2023-100104,2023-01-16,2023-01-23,CUST-7261,Kavya Nair,Wholesale,Delhi,North,Beauty,Personal Care,Dove Body Lotion,Cash on Delivery,5,430.08,0.0,2150.4,595.58,46.19,Delivered,2023,1
ORD-2023-100105,2023-01-16,2023-01-24,CUST-6330,Anjali Patel,Retail,Chennai,South,Electronics,Gadgets,OnePlus 12,Cash on Delivery,4,15596.59,0.15,53028.41,1901.7,156.76,Delivered,2023,1
ORD-2023-100106,2023-01-16,2023-01-22,CUST-8111,Amit Kumar,Retail,Surat,West,Clothing,Apparel,Allen Solly Trousers,Credit Card,4,2732.99,0.1,9838.76,1202.52,197.72,Delivered,2023,1
ORD-2023-100107,2023-01-16,2023-01-24,CUST-3972,Rahul Sharma,Retail,Kolkata,East,Books,Education,Think and Grow Rich,UPI,4,208.01,0.0,832.04,90.95,84.2,Delivered,2023,1
ORD-2023-100108,2023-01-16,2023-01-19,CUST-8847,Ravi Mishra,Retail,Indore,Central,Electronics,Gadgets,iPhone 15,Debit Card,3,9761.59,0.0,29284.77,7591.48,139.28,Delivered,2023,1
ORD-2023-100109,2023-01-16,2023-01-19,CUST-8637,Kavya Nair,Retail,Bhopal,Central,Electronics,Gadgets,Samsung Galaxy S24,Cash on Delivery,3,5498.13,0.0,16494.39,4304.77,98.43,Delivered,2023,1
ORD-2023-100110,2023-01-17,2023-01-22,CUST-7404,Rahul Sharma,Wholesale,Indore,Central,Electronics,Gadgets,Samsung Galaxy S24,UPI,2,10436.17,0.2,16697.87,2634.16,71.4,Delivered,2023,1
ORD-2023-100111,2023-01-17,2023-01-23,CUST-5581,Neha Gupta,Retail,Jaipur,North,Electronics,Gadgets,Canon Camera,Credit Card,4,16489.16,0.2,52765.31,3365.64,38.03,Delivered,2023,1
ORD-2023-100112,2023-01-17,2023-01-26,CUST-7523,Sanjay Tiwari,Retail,Bhopal,Central,Beauty,Personal Care,Forest Essentials Oil,Credit Card,4,304.75,0.0,1219.0,199.44,173.33,Delivered,2023,1
ORD-2023-100113,2023-01-17,2023-01-26,CUST-3220,Kavya Nair,Retail,Indore,Central,Books,Education,Deep Work,UPI,3,376.86,0.15,960.99,194.19,133.14,Delivered,2023,1
ORD-2023-100114,2023-01-17,2023-01-25,CUST-9475,Rohit Verma,Wholesale,Pune,West,Home & Kitchen,Appliances,Tupperware Set,Net Banking,3,3760.15,0.0,11280.45,1918.79,123.48,Returned,2023,1
ORD-2023-100115,2023-01-17,2023-01-24,CUST-4845,Sanjay Tiwari,Retail,Indore,Central,Beauty,Personal Care,Nykaa Lipstick,Cash on Delivery,5,923.62,0.3,3232.67,493.83,115.15,Returned,2023,1
ORD-2023-100116,2023-01-17,2023-01-23,CUST-2888,Ravi Mishra,Wholesale,Jaipur,North,Books,Education,Rich Dad Poor Dad,Credit Card,5,731.54,0.1,3291.93,583.53,140.96,Delivered,2023,1
ORD-2023-100117,2023-01-18,2023-01-20,CUST-7519,Vikram Mehta,Retail,Patna,East,Electronics,Gadgets,iPhone 15,Net Banking,5,10143.15,0.0,50715.75,10682.74,44.47,Delivered,2023,1
ORD-2023-100118,2023-01-18,2023-01-25,CUST-6127,Vikram Mehta,Retail,Delhi,North,Beauty,Personal Care,Himalaya Face Wash,Debit Card,4,1357.5,0.15,4615.5,856.85,93.19,Delivered,2023,1
ORD-2023-100119,2023-01-18,2023-01-26,CUST-6997,Neha Gupta,Wholesale,Chennai,South,Clothing,Apparel,UCB Shirt,UPI,2,1502.86,0.1,2705.15,656.38,91.5,Delivered,2023,1
ORD-2023-100120,2023-01-18,2023-01-20,CUST-1064,Neha Gupta,Retail,Surat,West,Books,Education,Atomic Habits,UPI,2,649.56,0.1,1169.21,10.28,135.08,Delivered,2023,1
ORD-2023-100121,2023-01-18,2023-01-25,CUST-5725,Neha Gupta,Retail,Jaipur,North,Beauty,Personal Care,Lakme Foundation,UPI,4,790.44,0.2,2529.41,53.74,196.42,Delivered,2023,1
ORD-2023-100122,2023-01-18,2023-01-23,CUST-6534,Anjali Patel,Wholesale,Mumbai,West,Clothing,Apparel,H&M Jacket,Credit Card,4,1055.84,0.25,3167.52,394.18,47.89,Delivered,2023,1
